,Chuyen muc,Nhu cau,Tinh/Thanh pho,Quan/huyen,Xa/Phuong,Duong/khu vuc,Gia,Ngay dang,Dien tich,Huong,So Tang,So phong,Nha ve sinh,Giay to phap,Dien thoai,Mo ta
100,Đất,Cần bán,Quảng Ngãi,Thành phố Quảng Ngãi,Xã Tịnh Khê,"Đường Mỹ Trà Mỹ Khê, Xã Tịnh Khê, Thành phố Quảng Ngãi, Quảng Ngãi",2 tỷ,11/05/2021,140m²,,,,,Đã có sổ,Đăng nhập để xem,
101,Đất,Cần bán,Hồ Chí Minh,Quận 9,Phường Phước Long B,"Đường Huy Cận, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh","2,8 tỷ",11/05/2021,80m²,,,,,Đã có sổ,Đăng nhập để xem,
102,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 1,"Đường Phó Đức Chính, Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh","3,7 tỷ",11/05/2021,18m²,,,1,,Đã có sổ,Đăng nhập để xem,
103,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 9,Phường Tân Phú,"Đường 138, Phường Tân Phú, Quận 9, Tp Hồ Chí Minh",4 triệu/tháng,11/05/2021,56m²,,,2,2,,Đăng nhập để xem,
104,Nhà,Cho thuê,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông B,"Đường Tên Lửa, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",28 triệu/tháng,11/05/2021,90m²,,,5,6,,Đăng nhập để xem,
105,Đất,Cần bán,Bình Dương,Thị xã Bến Cát,Phường Thới Hòa,"Đường Quốc Lộ 13, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương","1,78 tỷ",11/05/2021,300m²,,,,,Đã có sổ,Đăng nhập để xem,
106,Đất,Cần bán,Bình Phước,Huyện Đồng Phú,Xã Tân Hưng,"Đường ĐT753, Xã Tân Hưng, Huyện Đồng Phú, Bình Phước",800 triệu,11/05/2021,175m²,Nam,,,,Đã có sổ,Đăng nhập để xem,
107,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 8,"Đs 11, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh","4,3 tỷ",11/05/2021,54m²,,,5,5,Đã có sổ,Đăng nhập để xem,
108,"Căn hộ, Chung cư",Cần bán,Hồ Chí Minh,Quận 8,Phường 14,"301, Đường Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh",850 triệu,11/05/2021,55m²,,,2,2,,Đăng nhập để xem,
109,"Căn hộ, Chung cư",Cho thuê,Đà Nẵng,Quận Ngũ Hành Sơn,Phường Khuê Mỹ,"62, Đường Nước Mặn 5, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",4 triệu/tháng,11/05/2021,40m²,,,1,1,,Đăng nhập để xem,
110,Nhà,Cho thuê,Hồ Chí Minh,Quận Bình Thạnh,Phường 26,"Hẻm 685, Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",10 triệu/tháng,11/05/2021,40m²,,,4,3,Đã có sổ,Đăng nhập để xem,
111,Đất,Cần bán,Thừa Thiên Huế,Huyện Phú Vang,Xã Phú Mỹ,"Đường Tỉnh Lộ 10, Xã Phú Mỹ, Huyện Phú Vang, Thừa Thiên Huế","1,65 tỷ",11/05/2021,130m²,Tây Nam,,,,Đã có sổ,Đăng nhập để xem,
112,Nhà,Cho thuê,Hồ Chí Minh,Quận 2,Phường Thảo Điền,"Đường Số 2, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh",11 triệu/tháng,11/05/2021,70m²,Tây Bắc,,1,1,,Đăng nhập để xem,
113,Nhà,Cần bán,Đồng Nai,Thành phố Biên Hòa,Phường Long Bình,"Đường Hoàng Bá Bích, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai","1,615 tỷ",11/05/2021,100m²,,,2,2,Đã có sổ,Đăng nhập để xem,
114,Đất,Cần bán,Hà Nội,Quận Long Biên,Phường Ngọc Thụy,"Ngõ 243, Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","1,02 tỷ",11/05/2021,36m²,Tây Nam,,,,Đã có sổ,Đăng nhập để xem,
115,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 12,"196, Đường Nguyễn Duy Cung, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh","5,95 tỷ",11/05/2021,53m²,Đông Bắc,4,4,5,Đã có sổ,Đăng nhập để xem,
116,Nhà,Cần bán,Bình Dương,Thị xã Bến Cát,Phường Thới Hòa,"NL, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương","1,025 tỷ",11/05/2021,150m²,Bắc,,3,2,Đã có sổ,Đăng nhập để xem,
117,Nhà,Cho thuê,Hồ Chí Minh,Quận 1,Phường Tân Định,"12/3, Đường Nguyễn Phi Khanh, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",8 triệu/tháng,11/05/2021,40m²,,,2,2,Đã có sổ,Đăng nhập để xem,
118,"Căn hộ, Chung cư",Cần bán,Bình Dương,Thành phố Thuận An,Phường An Phú,"Đường ĐT 743, Phường An Phú, Thành phố Thuận An, Bình Dương",300 triệu,11/05/2021,60m²,,,2,2,Đã có sổ,Đăng nhập để xem,
119,Nhà,Cần bán,Hồ Chí Minh,Quận 10,Phường 13,"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Tp Hồ Chí Minh","5,1 tỷ",11/05/2021,45m²,,4,5,6,Đã có sổ,Đăng nhập để xem,
120,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 1,Phường Phạm Ngũ Lão,"Đường Lê Lai, Phường Phạm Ngũ Lão, Quận 1, Tp Hồ Chí Minh","5,8 triệu/tháng",11/05/2021,28m²,,,1,1,Đã có sổ,Đăng nhập để xem,
121,Đất,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Quy Đức,"Quốc Lộ 50, Xã Quy Đức, Huyện Bình Chánh, Tp Hồ Chí Minh",800 triệu,11/05/2021,1.000m²,,,,,Đã có sổ,Đăng nhập để xem,
122,Đất,Cần bán,Long An,Huyện Đức Hòa,Xã Hòa Khánh Đông,"79, Đường Kênh Phước Hòa, Xã Hòa Khánh Đông, Huyện Đức Hòa, Long An",750 triệu,11/05/2021,150m²,,,,,Đã có sổ,Đăng nhập để xem,
123,Nhà,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Hưng Long,"QL50, Xã Hưng Long, Huyện Bình Chánh, Tp Hồ Chí Minh",960 triệu,11/05/2021,48m²,,,3,2,Đã có sổ,Đăng nhập để xem,
124,Đất,Cần bán,Long An,Huyện Đức Hòa,Xã Mỹ Hạnh Nam,"Đường Gò Hưu, Xã Mỹ Hạnh Nam, Huyện Đức Hòa, Long An","1,3 tỷ",11/05/2021,218m²,,,,,Đã có sổ,Đăng nhập để xem,
125,Đất,Cần bán,Bà Rịa - Vũng Tàu,Huyện Châu Đức,Xã Bình Giã,"Đường Số 1, Xã Bình Giã, Huyện Châu Đức, Bà Rịa - Vũng Tàu","4,2 tỷ",11/05/2021,4.600m²,Đông,,,,Đã có sổ,Đăng nhập để xem,
126,Nhà,Cho thuê,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông B,"Đường Số 1, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",45 triệu/tháng,11/05/2021,144m²,,,6,6,,Đăng nhập để xem,
127,Nhà,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,"Đường Thạnh Lộc 22, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","2,7 tỷ",11/05/2021,47m²,Đông Nam,,2,2,,Đăng nhập để xem,
128,Nhà,Cần bán,Hồ Chí Minh,Quận 11,Phường 3,"Đường Lạc Long Quân, Phường 3, Quận 11, Tp Hồ Chí Minh","6,5 tỷ",11/05/2021,43m²,,4,5,4,Đã có sổ,Đăng nhập để xem,
129,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 11,"Đường Quang Trung, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","13,8 tỷ",11/05/2021,80m²,,,4,5,Đã có sổ,Đăng nhập để xem,
130,Đất,Cần bán,Bình Dương,Thị xã Bến Cát,Xã An Tây,"319,Ấp Dòng Sỏi, DH 609, Xã An Tây, Thị xã Bến Cát, Bình Dương",360 triệu,11/05/2021,1.086m²,Đông Nam,,,,Đã có sổ,Đăng nhập để xem,
131,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 21,"xô viết nghệ tĩnh, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh","6,25 tỷ",11/05/2021,51m²,,2,4,5,Đã có sổ,Đăng nhập để xem,
132,Đất,Cần bán,Nghệ An,Huyện Diễn Châu,Xã Diễn Tháp,"Đường Quốc lộ 1A, Xã Diễn Tháp, Huyện Diễn Châu, Nghệ An","1,55 tỷ",11/05/2021,140m²,Đông Nam,,,,Đã có sổ,Đăng nhập để xem,
133,Đất,Cần bán,Cần Thơ,Huyện Thới Lai,Xã Định Môn,"Đường Tỉnh lộ 922, Xã Định Môn, Huyện Thới Lai, Cần Thơ","9,1 tỷ",11/05/2021,6.100m²,,,,,Đã có sổ,Đăng nhập để xem,
134,Đất,Cần bán,Long An,Huyện Bến Lức,Xã Thạnh Hòa,"Đường ĐT 816, Xã Thạnh Hòa, Huyện Bến Lức, Long An","4,128 tỷ",11/05/2021,8.257m²,Đông,,,,Đã có sổ,Đăng nhập để xem,
135,Đất,Cần bán,Đắk Lắk,Thành phố Buôn Ma Thuột,Xã Ea Kao,"19/5, Xã Ea Kao, Thành phố Buôn Ma Thuột, Đắk Lắk",750 triệu,11/05/2021,260m²,Đông,,,,Đã có sổ,Đăng nhập để xem,
136,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận Phú Nhuận,Phường 9,"130-132, 130-132 Đường Hồng Hà, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",9 triệu/tháng,11/05/2021,37m²,,,1,1,,Đăng nhập để xem,
137,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 10,"Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh","9,4 tỷ",11/05/2021,99m²,,,5,4,Đã có sổ,Đăng nhập để xem,
138,Nhà,Cho thuê,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thọ Hòa,"Đường Phú Thọ Hòa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",16 triệu/tháng,11/05/2021,75m²,,,4,4,,Đăng nhập để xem,
139,Nhà,Cần bán,Long An,Thành phố Tân An,Phường 6,"Đường Hùng Vương nối dài, Phường 6, TP.Tân An, Tỉnh Long An, Phường 6, Thành phố Tân An, Long An","3,5 tỷ",11/05/2021,143m²,,3,3,3,Đã có sổ,Đăng nhập để xem,
140,Đất,Cần bán,Long An,Huyện Đức Hòa,Xã Đức Hòa Đông,"Đường Tỉnh Lộ 10, Xã Đức Hòa Đông, Huyện Đức Hòa, Long An","1,19 tỷ",11/05/2021,105m²,,,,,,Đăng nhập để xem,
141,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,"229/50, Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","3,5 tỷ",11/05/2021,36m²,,,2,2,Đã có sổ,Đăng nhập để xem,
142,Nhà,Cần bán,Hà Nội,Quận Thanh Xuân,Phường Khương Đình,"Đường Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","6,8 triệu",11/05/2021,35m²,,5,4,5,Đã có sổ,Đăng nhập để xem,
143,Nhà,Cần bán,Hồ Chí Minh,Quận 7,Phường Phú Thuận,"Đường Phú Thuận, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","1,65 tỷ",11/05/2021,17m²,,,2,1,Đã có sổ,Đăng nhập để xem,
144,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo,"Đường Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh","2,38 tỷ",11/05/2021,40m²,,2,3,2,Đã có sổ,Đăng nhập để xem,
145,Nhà,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Chánh Hiệp,"Đường Tân Chánh Hiệp 25, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh","3,75 tỷ",11/05/2021,75m²,Đông,,3,2,Đã có sổ,Đăng nhập để xem,
146,Nhà,Cần bán,Hồ Chí Minh,Quận 11,Phường 5,"Đường Lạc Long Quân, Phường 5, Quận 11, Tp Hồ Chí Minh",9 tỷ,11/05/2021,124m²,,,3,3,,Đăng nhập để xem,
147,Nhà,Cần bán,Hà Nội,Huyện Chương Mỹ,Xã Trung Hòa,"Đường Làng, Xã Trung Hòa, Huyện Chương Mỹ, Hà Nội",500 triệu,11/05/2021,220m²,,,2,1,Đã có sổ,Đăng nhập để xem,
148,Nhà,Cho thuê,Hồ Chí Minh,Quận Tân Bình,Phường 2,"Đường Bạch Đằng, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",14 triệu/tháng,11/05/2021,40m²,,,2,2,,Đăng nhập để xem,
149,Nhà,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 17,"Đường Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh, Tp Hồ Chí Minh","3,2 tỷ",11/05/2021,25m²,,2,1,1,Đã có sổ,Đăng nhập để xem,
150,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 1,"Đường Phạm Văn Đồng, Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh","2,5 tỷ",11/05/2021,34m²,,,2,,Đã có sổ,Đăng nhập để xem,
151,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 2,Phường Bình Khánh,"Đường Mai Chí Thọ, Phường Bình Khánh, Quận 2, Tp Hồ Chí Minh","11,5 triệu/tháng",11/05/2021,51m²,Nam,,1,1,Đang chờ sổ,Đăng nhập để xem,
152,"Căn hộ, Chung cư",Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Hưng,"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","1,66 tỷ",11/05/2021,38m²,Bắc,,1,1,Đang chờ sổ,Đăng nhập để xem,
153,Nhà,Cần bán,Hồ Chí Minh,Quận 12,Phường Hiệp Thành,"453, Lê Văn Khương, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","3,15 tỷ",11/05/2021,42m²,Bắc,1,2,2,Đã có sổ,Đăng nhập để xem,
154,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận 7,Phường Tân Phong,"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",9 triệu/tháng,11/05/2021,75m²,Bắc,,2,2,Đã có sổ,Đăng nhập để xem,
155,Nhà,Cần bán,Hồ Chí Minh,Quận 3,Phường 14,"Đường Lê Văn Sỹ, Phường 14, Quận 3, Tp Hồ Chí Minh","18,5 tỷ",11/05/2021,105m²,,,8,,Đã có sổ,Đăng nhập để xem,
156,Nhà,Cần bán,Hồ Chí Minh,Quận 12,Phường Hiệp Thành,"Hiệp Thành 17, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","1,19 tỷ",11/05/2021,33m²,,,3,2,Đã có sổ,Đăng nhập để xem,
157,Nhà,Cho thuê,Hải Phòng,Quận Ngô Quyền,Phường Cầu Đất,"ngõ 149, Trần Phú, Phường Cầu Đất, Quận Ngô Quyền, Hải Phòng",5 triệu/tháng,11/05/2021,35m²,Nam,,3,2,Đã có sổ,Đăng nhập để xem,
158,Nhà,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Trường Thọ,"Đường Hồ Văn Tư, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh","5,4 tỷ",11/05/2021,68m²,Tây,,4,5,Đã có sổ,Đăng nhập để xem,
159,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 11,"688/44/31, Số 13, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh","6,6 tỷ",11/05/2021,67.981m²,Nam,3,4,5,Đang chờ sổ,Đăng nhập để xem,
160,Nhà,Cho thuê,Lâm Đồng,Thành phố Đà Lạt,Phường 1,"44/1, Phan Đinh Phùng, Phường 1, Thành phố Đà Lạt, Lâm Đồng",2 triệu/tháng,11/05/2021,25m²,Đông,4,1,1,,Đăng nhập để xem,
161,Nhà,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Chiểu,"Đường Số 10, Phường Linh Chiểu, Quận Thủ Đức, Tp Hồ Chí Minh","4,15 tỷ",11/05/2021,44m²,Nam,2,2,2,Đã có sổ,Đăng nhập để xem,
162,Nhà,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,"đường Tân thới hiệp 21, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",950 triệu,11/05/2021,24m²,Đông Nam,,2,2,Đã có sổ,Đăng nhập để xem,
163,Đất,Cần bán,Cần Thơ,Quận Cái Răng,Phường Hưng Phú,"Đường B26, Phường Hưng Phú, Quận Cái Răng, Cần Thơ","2,7 tỷ",11/05/2021,72m²,Tây Bắc,,,,Đã có sổ,Đăng nhập để xem,
164,Nhà,Cần bán,Hồ Chí Minh,Quận 9,Phường Long Thạnh Mỹ,"Đường 24, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","2,5 tỷ",11/05/2021,44m²,Tây Nam,,3,1,Đã có sổ,Đăng nhập để xem,
165,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 15,"Đường Cống Lở, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","4,15 tỷ",11/05/2021,65m²,Tây Bắc,,1,1,Đã có sổ,Đăng nhập để xem,
166,Đất,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Đông,"Đường 22, Phường Linh Đông, Quận Thủ Đức, Tp Hồ Chí Minh","6,5 tỷ",11/05/2021,150m²,Đông,,,,Đã có sổ,Đăng nhập để xem,
167,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 9,"Đường Lạc Long Quân, Phường 9, Quận Tân Bình, Tp Hồ Chí Minh","9,8 tỷ",11/05/2021,50m²,Đông Bắc,5,5,6,Đã có sổ,Đăng nhập để xem,
168,Đất,Cần bán,Cần Thơ,Quận Bình Thuỷ,Phường Bình Thủy,"Đường Số 53, Phường Bình Thủy, Quận Bình Thuỷ, Cần Thơ","4,2 tỷ",11/05/2021,198m²,Đông Bắc,,,,Đã có sổ,Đăng nhập để xem,
169,Đất,Cần bán,Bình Dương,Huyện Bàu Bàng,Xã Tân Hưng,"Tân Hưng 09, Xã Tân Hưng, Huyện Bàu Bàng, Bình Dương","3,35 tỷ",11/05/2021,445m²,,,,,Đã có sổ,Đăng nhập để xem,
170,Nhà,Cần bán,Cần Thơ,Quận Bình Thuỷ,Phường Bình Thủy,"Đường Võ Văn Kiệt, Phường Bình Thủy, Quận Bình Thuỷ, Cần Thơ","6,161 tỷ",11/05/2021,110m²,Đông Bắc,,4,4,Đã có sổ,Đăng nhập để xem,
171,Nhà,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,"Nguyễn Thị Kiểu, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","6,2 tỷ",11/05/2021,81m²,Tây,4,5,5,Đã có sổ,Đăng nhập để xem,
172,Nhà,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Trường Thọ,"Đường 12, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh","5,2 tỷ",11/05/2021,62m²,Đông Bắc,,3,2,Đã có sổ,Đăng nhập để xem,
173,Đất,Cần bán,Bình Dương,Thị xã Tân Uyên,Phường Uyên Hưng,"Đường Số 3, Phường Uyên Hưng, Thị xã Tân Uyên, Bình Dương",600 triệu,11/05/2021,155m²,,,,,Đã có sổ,Đăng nhập để xem,
174,Đất,Cần mua,Quảng Ngãi,Thành phố Quảng Ngãi,Phường Lê Hồng Phong,"Đường Hai Bà Trưng, Phường Lê Hồng Phong, Thành phố Quảng Ngãi, Quảng Ngãi",10 triệu,11/05/2021,257m²,,,,,Đã có sổ,Đăng nhập để xem,
175,Đất,Cần bán,Quảng Ninh,Thành phố Hạ Long,Phường Hùng Thắng,"Đường Hùng Thắng, Phường Hùng Thắng, Thành phố Hạ Long, Quảng Ninh","1,75 tỷ",11/05/2021,115m²,,,,,Đã có sổ,Đăng nhập để xem,
176,Nhà,Cần bán,Hồ Chí Minh,Quận 12,Phường Hiệp Thành,"Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",4 tỷ,11/05/2021,74m²,,1,2,2,Đã có sổ,Đăng nhập để xem,
177,Đất,Cần bán,Bình Phước,Huyện Đồng Phú,Xã Tân Phước,"Đường Lê Quý Đôn, Xã Tân Phước, Huyện Đồng Phú, Bình Phước","1,199 tỷ",11/05/2021,150m²,Đông Bắc,,,,Đã có sổ,Đăng nhập để xem,
178,Nhà,Cần bán,Hà Nội,Quận Thanh Xuân,Phường Khương Đình,"1, Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","2,78 tỷ",11/05/2021,32m²,,4,4,4,Đã có sổ,Đăng nhập để xem,
179,"Căn hộ, Chung cư",Cho thuê,Hồ Chí Minh,Quận Phú Nhuận,Phường 2,"Đường Phan Xích Long, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh","6,5 triệu/tháng",11/05/2021,30m²,,,1,,,Đăng nhập để xem,
180,Đất,Cần bán,Hồ Chí Minh,Huyện Củ Chi,Xã Bình Mỹ,"Đường D1, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh","7,8 tỷ",11/05/2021,1.200m²,,,,,Đang chờ sổ,Đăng nhập để xem,
181,Đất,Cần bán,Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,"Đường Quốc lộ 1A, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","3,85 tỷ",11/05/2021,80m²,Tây Nam,,,,Đã có sổ,Đăng nhập để xem,
182,Nhà,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Phước,"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","6,7 tỷ",11/05/2021,60m²,,3,4,4,Đã có sổ,Đăng nhập để xem,
183,Đất,Cần bán,Bình Định,Thị xã An Nhơn,Phường Bình Định,"Lê Hồng Phong, Phường Bình Định, Thị xã An Nhơn, Bình Định","2,5 tỷ",11/05/2021,132m²,Tây Nam,,,,Đã có sổ,Đăng nhập để xem,
184,Đất,Cần bán,Đồng Nai,Huyện Long Thành,Xã Phước Bình,"Đường Quốc Lộ 51, Xã Phước Bình, Huyện Long Thành, Đồng Nai","1,2 tỷ",11/05/2021,1.000m²,,,,,Đã có sổ,Đăng nhập để xem,
185,Nhà,Cần bán,Hồ Chí Minh,Quận 7,Phường Bình Thuận,"Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","5,3 tỷ",11/05/2021,66m²,Đông Nam,1,1,1,,Đăng nhập để xem,
186,Nhà,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 5,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",8 tỷ,11/05/2021,49m²,,,5,5,Đã có sổ,Đăng nhập để xem,
187,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Trung,"Đường Khuông Việt, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh","7,6 tỷ",11/05/2021,90m²,,,4,3,,Đăng nhập để xem,
188,Nhà,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thọ Hòa,"Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",7 tỷ,11/05/2021,53m²,,,3,2,Đã có sổ,Đăng nhập để xem,
189,Nhà,Cần bán,Bình Dương,Thị xã Tân Uyên,Phường Tân Phước Khánh,"võ thị sáu, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",700 triệu,11/05/2021,44m²,Bắc,,1,1,,Đăng nhập để xem,
190,Đất,Cần bán,Cần Thơ,Quận Bình Thuỷ,Phường Bình Thủy,"., ĐẶNG VĂN ĐÀY- LÊ HỒNG PHONG, Phường Bình Thủy, Quận Bình Thuỷ, Cần Thơ","2,45 tỷ",11/05/2021,90m²,Tây Nam,,,,Giấy tờ khác,Đăng nhập để xem,
191,Nhà,Cần bán,Hà Nội,Quận Nam Từ Liêm,Phường Mễ Trì,"Đường Đỗ Đức Dục, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",34 tỷ,11/05/2021,300m²,,,1,,,Đăng nhập để xem,
192,Đất,Cần bán,Lâm Đồng,Huyện Bảo Lâm,Xã Lộc Thành,"Đường Quốc Lộ 55, Xã Lộc Thành, Huyện Bảo Lâm, Lâm Đồng","1,6 tỷ",11/05/2021,1.165m²,,,,,Đã có sổ,Đăng nhập để xem,
193,Nhà,Cần bán,Bình Dương,Thị xã Tân Uyên,Phường Tân Phước Khánh,"Đường Dt746, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương","2,4 triệu",11/05/2021,60m²,Đông Nam,,3,2,Đã có sổ,Đăng nhập để xem,
194,"Căn hộ, Chung cư",Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Trường Thọ,"Đường số 1, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh","3,95 tỷ",11/05/2021,88m²,Đông Bắc,,3,2,Đang chờ sổ,Đăng nhập để xem,
